Timestamp,Samples...
2025-10-08 20:32:55,7319,7318,7317,7318,7320,7318,7317,7318,7317,7317,7319,7318,7317,7316,7318,7319,7318,7318,7319,7319,7318,7318,7318,7319,7319,7318,7319,7318,7317,7318,7319,7318,7318,7319,7318,7318,7317,7318,7319,7318,7318,7318,7318,7318,7318,7318,7318,7317,7318,7318,7320,7317,7319,7319,7319,7317,7318,7317,7318,7318,7318,7319,7318,7318,7318,7317,7316,7318,7317,7317,7318,7318,7320,7317,7317,7318,7317,7317,7318,7319,7318,7316,7319,7318,7317,7317,7318,7319,7318,7318,7319,7318,7317,7317,7318,7318,7318,7318,7319,7318,7318,7318,7318,7316,7316,7318,7316,7318,7317,7319,7317,7317,7319,7318,7318,7318,7318,7318,7319,7317,7318,7319,7320,7317,7317,7318,7318,7318,7317,7317,7318,7318,7318,7318,7318,7319,7320,7318,7318,7318,7318,7317,7318,7317,7319,7318,7317,7319,7319,7319,7318,7318,7318,7317,7319,7319,7317,7318,7318,7319,7318,7317,7319,7317,7318,7318,7318,7318,7318,7318,7319,7317,7317,7318,7319,7318,7318,7319,7318,7317,7317,7319,7318,7318,7318,7318,7318,7318,7319,7319,7317,7318,7318,7319,7317,7318,7318,7317,7316,7317,7318,7317,7318,7319,7320,7319,7318,7319,7319,7318,7318,7318,7319,7319,7318,7319,7319,7320,7318,7319,7319,7318,7319,7319,7318,7318,7319,7319,7319,7317,7320,7318,7317,7318,7318,7318,7318,7319,7319,7317,7317,7318,7318,7317,7318,7318,7318,7317,7317,7318,7317,7318,7319,7318,7318,7318,7318,7318,7318,7317,7318,7318,7318,7317,7319,7318,7317,7317,7318,7316,7318,7318,7318,7319,7319,7318,7317,7318,7319,7319,7318,7317,7318,7317,7317,7316,7318,7319,7318,7317,7319,7319,7317,7318,7318,7318,7318,7317,7319,7317,7317,7318,7319,7318,7318,7319,7319,7317,7317,7318
